readTime,saveTime,registrationTime,transformationTime,total,caseName
0.329966,23.1276606,16.561947,3.9757971,43.9953707,copd1
0.2778861,21.6261227,15.3130877,3.4962383,40.7133348,copd2
0.3460904,25.8044084,18.4367094,4.5073681,49.0945763,copd3
0.4073389,25.4123999,17.6959003,4.4784121,47.9940512,copd4
