readTime,saveTime,registrationTime,transformationTime,total,caseName
0.3192994,22.750816,625.0922166,10.25157,658.413902,copd1
0.3964449,28.7460888,601.562638,7.6044981,638.3096698,copd2
0.4795897,34.6555555,653.5578245,10.6801959,699.3731656,copd3
0.3595358,24.5834286,579.0300056,8.7265349,612.6995049,copd4
